Hours,Temperature
0.1353,15.9409
0.1353,15.9409
0.1353,15.9409
0.1353,15.1557
0.1353,15.9409
0.1353,15.81
0.1353,15.6791
0.1353,15.5483
0.1353,17.6422
0.1353,17.5113
0.1353,17.3805
0.1353,17.2496
0.1353,17.1187
0.1353,16.9879
0.1353,16.857
0.1353,16.7261
0.1353,16.5952
0.1353,16.4644
0.1353,16.3335
0.1353,16.2026
0.1353,16.0718
0.1353,15.9409
0.1353,15.81
0.1353,15.6791
0.1353,15.5483
0.1353,15.4174
0.1353,15.2865
0.1353,22.7462
0.1353,22.6153
0.1353,20.1288
0.1353,19.9979
0.1353,19.867
0.1353,19.7362
0.1353,19.6053
0.1353,19.4744
0.1353,19.3435
0.1353,19.2127
0.1353,19.0818
0.1353,18.9509
0.1353,18.8201
0.1353,18.6892
0.1353,18.5583
0.1353,18.4274
0.1353,18.2966
0.1353,18.1657
0.1353,18.0348
0.1353,17.904
0.1353,17.7731
0.1353,15.81
0.1353,15.6791
0.1353,15.5483
0.1353,15.4174
0.1353,15.2865
0.1353,22.8771
0.1353,22.7462
0.1353,22.6153
0.1353,22.4845
0.1353,20.2597
0.1353,20.1288
0.1353,19.9979
0.1353,19.867
0.1353,19.7362
0.1353,19.6053
0.1353,19.4744
0.1353,19.3435
0.1353,19.2127
0.1353,19.0818
0.1353,18.9509
0.1353,18.8201
0.1353,18.6892
0.1353,18.5583
0.1353,18.4274
0.1353,18.2966
0.1353,18.1657
0.1353,18.0348
0.1353,17.904
0.1353,17.7731
0.1353,15.6791
0.1353,15.5483
0.1353,15.4174
0.1353,15.2865
0.1353,23.008
0.1353,22.8771
0.1353,22.7462
0.1353,22.6153
0.1353,22.4845
0.1353,22.3536
0.1353,22.2227
0.1353,22.0919
0.1353,21.961
0.1353,21.8301
0.1353,21.6992
0.1353,21.5684
0.1353,21.4375
0.1353,21.3066
0.1353,21.1758
0.1353,21.0449
0.1353,20.914
0.1353,20.7831
0.1353,20.6523
0.1353,20.5214
0.1353,20.3905
0.1353,23.008
0.1353,22.8771
0.1353,22.7462
0.1353,22.6153
0.1353,22.4845
0.1353,23.008
0.1353,22.8771
0.1353,22.7462
0.1353,22.6153
0.1353,22.4845
0.1353,23.008
0.1353,22.8771
0.1353,22.7462
0.1353,22.6153
0.1353,22.4845
0.1353,23.008
0.1353,22.8771
0.5047,22.7462
0.5047,22.6153
0.5047,22.4845
0.5208,23.008
0.5208,22.8771
0.5208,22.7462
0.5208,22.6153
0.5208,22.4845
0.5368,23.008
0.5368,22.8771
0.5368,22.7462
0.5368,22.6153
0.5368,22.4845
0.5529,23.008
0.5529,22.8771
0.5529,22.7462
0.5529,22.6153
0.5529,22.4845
0.569,23.008
0.569,22.8771
0.569,22.7462
0.569,22.6153
0.569,22.4845
0.585,23.008
0.585,22.8771
0.585,22.7462
0.585,22.6153
0.585,22.4845
0.6011,23.008
0.6011,22.8771
0.6011,22.7462
0.6011,22.6153
0.6011,22.4845
0.6171,23.008
0.6171,22.8771
0.6171,22.7462
0.6171,22.6153
0.6171,22.4845
0.6332,23.008
0.6332,22.8771
0.6332,22.7462
0.6332,22.6153
0.6332,22.4845
0.6493,23.008
0.6493,22.8771
0.6493,22.7462
0.6493,22.6153
0.6493,22.4845
0.6653,22.8771
0.6653,22.7462
0.6653,22.6153
0.6653,22.4845
0.6814,22.8771
0.6814,22.7462
0.6814,22.6153
0.6814,22.4845
0.6975,23.008
0.6975,22.8771
0.6975,22.7462
0.6975,22.6153
0.6975,22.4845
0.7135,23.008
0.7135,22.8771
0.7135,22.7462
0.7135,22.6153
